id,book_title,genre
75516618-2b64-4449-8907-5f3904a92b08,Trekkies 2,Documentary|Sci-Fi
1b89d02a-2876-42bf-8ac7-649e63ddce0f,One Nite In Mongkok (Wong gok hak yau),Action|Crime|Drama
8514f823-cda9-486b-b5c7-44020d7cbbb9,Boom Town,Adventure|Drama|Romance
578eb3bd-9458-44c8-bcd5-6edb6c48a6f2,You're Telling Me!,Comedy
e7337933-b441-488e-a3f0-24ca590b7d7d,Weeds,Drama
987b867d-d06d-45b1-8f7e-0f89416a7dee,"Red Dwarf, The (Nain rouge, Le)",Comedy|Drama
849876d9-eeb6-4dfa-af8b-55837fb541ee,Monday Morning (Lundi matin),Comedy|Drama|Romance
2dbee0b9-b20e-459b-a850-260c8c589104,"Aviator, The",Drama
56636fe4-7035-4886-b853-03296c8662bc,"Californie, La",Drama
5c210b2c-f069-47a9-8844-23feaa5df344,"War at Home, The",Drama
c992967a-99c8-47a8-b448-87a66d6d575e,Love Me No More (Deux jours à tuer),Drama|Romance
104fb078-b56e-443f-938a-4ef598e78f75,Watership Down,Adventure|Animation|Children|Drama|Fantasy
e6e100b7-5393-40a9-91d3-691f15092d48,"Program, The",Action|Drama
5b5df0f8-e3ee-4b64-b569-278db8d1959c,"Owl and the Pussycat, The",Comedy
f599660e-cbb2-43b8-a404-0e38c92a8600,"Captain Newman, M.D.",Comedy|Drama|War
08ddc9c6-162e-42f4-bc66-acdb067bd726,Albatross,Drama
31fe1ffe-8ab6-48da-93b5-0f7975b90829,"Reluctant Saint, The",Comedy|Drama
1097b8bd-b274-4922-b804-da1090a636c2,Spare Parts,Children|Drama
6b997cee-8c2f-4aee-ba0f-af8286a86a9a,I Could Never Be Your Woman,Comedy|Romance
48f9d5a3-439d-440d-85c9-7d394a9967b6,"Man Who Knew Too Much, The",Drama|Thriller
ebf32e80-8609-41df-8d1a-c17becfdef19,Desert Bloom,Drama
a71ac0d8-4a9d-4fd5-b45d-048477e47608,Purpose,Drama
60a822ae-001a-44b7-83b1-eafc7f82cb42,Deception,Drama|Film-Noir|Thriller
69a1c0d0-b3e9-4bfb-90dc-647448b5b1e8,Fay Grim,Action|Thriller
ab1ec233-d443-4042-8b9a-008930e64882,"Last Lovecraft: Relic of Cthulhu, The",Comedy|Horror
5f7a79af-9f64-4d62-84a9-78743b5f8ea8,"Lifeguard, The",Comedy|Drama
af8e1944-00b8-4aee-a2d5-cbab62e97c1b,Popular Music (Populärmusik från Vittula),Comedy|Drama
957e00c7-171f-4ea6-8194-d2892c5c9403,Semper Fi,Action|Drama
cfa2ef14-20e6-4d8c-8299-ff2be01b46d4,Dr. Dolittle: Tail to the Chief,Children|Comedy|Fantasy
f48b4c5a-368b-43ac-9cf2-4c85dcc4f4a3,"Great Ecstasy of Robert Carmichael, The",Drama|Horror
be9002ae-e01e-4b6a-9128-0e0560ff6f11,"Substitute, The",Drama|Thriller
0ef727cd-73c2-47b2-acb2-8423e895e51f,Het Vonnis,Crime|Drama
6414481f-8d79-454b-9404-ca01d925a2dd,Plan 9 from Outer Space,Horror|Sci-Fi
e02f2657-6fad-4b9b-babc-239eb1b82988,Unleashed (Danny the Dog),Action|Crime|Drama|Thriller
2351e813-fde2-4676-8c8c-b1c3ff34509a,External Affairs,Drama
4dcef2d0-2244-4ef0-a3c4-b753805f9b17,Bright Leaves,Documentary
1be105b7-13df-4c05-954a-04b7c13dbbfd,Naked Harbour (Vuosaari),Drama
23172e4f-5809-4e5c-acb2-97402b155cfa,Great Directors,Documentary
d98f8df4-b658-4f7c-98a1-550d6570a203,Superpower,Documentary
c0dcddc7-ffde-46d5-ab31-41d86d269d02,Saving Face,Comedy|Drama|Romance
114abc7d-00eb-436e-89af-62c45504f12f,"Seafarers, The",Documentary
cee43d84-4a70-49ca-90aa-22633ad80c9a,Uuno in Spain,Comedy
8943fa2f-4ce2-4b76-99a3-a17d80a38e32,Walk the Line,Drama|Musical|Romance
107542e7-be09-494e-81ed-c91c70839658,Kiss the Bride,Comedy|Romance
bf4dd359-f04e-4df1-96e2-9e1742ba7cbe,Life Is a Long Quiet River (La vie est un long fleuve tranquille),Comedy
8ef9234c-0654-44bc-96d7-776d8b1e2ac4,Bundle of Joy,Comedy|Musical
6a9c12fb-c864-41a4-ad2a-4a958d3f64fe,Silentium,Crime|Thriller
2893e788-9dfd-4d93-95e5-a898263e7525,Juarez,Drama|Romance
58e1d814-7303-40ae-aa7c-04e9f4c332ab,"Animal Kingdom, The",Drama|Romance
057c9035-cef3-4b9a-94ca-2696734e9c3b,In a Lonely Place,Drama|Film-Noir|Mystery|Romance
c331ef62-d78c-4428-86a4-d35ab3ddeead,Ice Age 2: The Meltdown,Adventure|Animation|Children|Comedy
eca1aa69-68f1-4b5a-81fd-889405989b53,Kill for Me,Drama|Thriller
e99b9a20-0b35-433f-9f90-71042ecd8fea,Iron Eagle IV,Action|War
df30cb56-099a-45bd-b819-30576e52c6ba,Malice N Wonderland,Drama|Musical
8c03eba3-f6ed-4c96-9a6e-ab5fa3f14847,The Stranger's Return,Comedy|Drama
30523a16-a14b-4d54-bc50-5b03b5eb01ad,Making the Boys ,Documentary
378934af-c6ea-4ec5-9cb0-65552fea717b,Ants in the Pants 2,Comedy
3cd86b53-e7f8-4247-8f16-27d3c952ab05,Seance on a Wet Afternoon,Crime|Drama|Thriller
79af85e3-7b55-4dc5-bf3f-74c571b0e8b0,Che: Part One,Drama|War
e52fffd4-814d-4887-91eb-a067817bec70,Think Like a Man Too,Comedy|Romance
21daf244-372e-4d13-b79d-0b5c1d292b05,Arctic Tale,Documentary
64f02fd4-e75e-44ce-b33f-000280a429ab,Pretty Cool,Action|Comedy|Thriller
86d55bfc-00dd-41a6-bb78-10ea2d0f6e41,Eden of the East the Movie I: The King of Eden (Higashi no Eden Gekijoban),Action|Animation|Crime|Sci-Fi|Thriller
3d5b0a06-0422-48af-9fc0-e3cad0a2f3ba,Ninja,Action|Crime|Drama|Thriller
f2663f15-e1df-416e-8413-e5c003be6646,"Love Guru, The",Comedy
1818279c-f278-4429-a47f-99e967424ce5,Sex Ed,Comedy|Romance
3020027b-18cc-4a42-9387-f3a9cc90cffd,Raajneeti,Crime|Drama|Romance
5e650988-322c-42dd-abcb-0a7bd82c296c,National Lampoon's Vacation,Comedy
72ebb40e-cbbf-4b4a-8525-c97f46e5715b,Last Exit to Brooklyn,Drama
379166f6-9cce-4547-b39f-8e1c8ebfadae,Postman Blues,Action|Comedy|Crime|Drama
55110b38-28ba-4af2-abfe-20412e754d5b,Secret Reunion (Ui-hyeong-je),Drama|Thriller
8315430d-be62-40fc-aec5-ca3dd0c84f27,"Wankers, The (Les branleuses)",Documentary
c3f3c983-fc63-4e26-8c21-afdd2b89ab37,Kitty,Drama
d79195fc-16b3-464b-9b44-2a68cabe9922,"Collector, The (La collectionneuse)",Drama
00410f9f-1c8e-4375-883f-503ac2281e85,Of Mice and Men,Drama
8e65877e-e61d-4bb8-a744-07fd6aec2420,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin),Documentary
e0f18fed-7f8b-4dd5-a38c-93292e8526fb,Carnosaur,Horror|Sci-Fi
5a60d9ef-204e-4ab9-add5-f9b389c1be1e,Strait-Jacket,Horror|Thriller
7fcb77fa-fbd5-4bec-8736-2f4e1406e9ed,World War Z,Action|Drama|Horror|IMAX
cba51e12-315a-41bc-b349-f716f5ae35e1,Show People,Comedy|Romance
7df9e0dc-ebad-468b-b59d-da1e88b05174,Pleasures of the Flesh (Etsuraku),Comedy|Drama
bda840dd-87ae-4890-9eec-5884281bda85,At First Sight (Entre Nous) (Coup de foudre),Drama
6d7a2262-84ae-49c4-9d45-7351de91faa1,Black Christmas,Horror|Mystery|Thriller
250ec4f5-19bb-4eed-bf52-10b7664ba2bc,Conspiracy,Action|Drama|Mystery|Thriller|War
e0217e18-9d25-4462-9e2f-2f0935ccd7d3,Star Trek: Nemesis,Action|Drama|Sci-Fi|Thriller
444c7978-870e-4792-bd5c-fc667b9fc207,"Weekend It Lives, The (Ax 'Em)",Horror
ab8b3899-1658-41b9-ab54-66b5c4833a6e,Lost Souls,Drama|Horror|Thriller
be66d30e-43f5-41b4-ac42-c1d674d1137c,His New Profession,Comedy
ba92c894-9d1d-4896-8257-ddc8ff474972,"Limey, The",Crime|Drama|Thriller
31992cde-f718-49b3-a49d-dd8874d59e1c,Fast Lane,Action|Drama
72f65d02-f23a-4ec6-abe6-ae1cd38e0c34,Directed by John Ford,Documentary
e3d7f647-2012-4248-808d-7b935eed393d,"Client List, The",Drama
f013e8cb-0f57-4fec-a73c-bbb5e9fd0ab2,Rosa Luxemburg,Drama
d291ae4e-84fb-4a4f-b274-1d8238ddc4e4,"Cobweb, The",Drama
42d90d15-f4cd-4240-b6f3-0f17718d71db,Bad Girl Island (Sirens of Eleuthera) (Sirens of the Caribbean),Mystery|Sci-Fi
3b15a29e-3fd1-488a-bef7-5b23d5a4c497,Counsellor at Law,Drama
aa412e00-e55e-46ec-bb51-c08c4b54ea26,"Man Without a Face, The",Drama
580f2b6c-369a-495d-8a18-86e2f6641c31,Rembrandt's J'accuse,Documentary|Mystery
acf07eea-f74b-4fef-b43c-3f46afb428b4,Mount St. Elias,Documentary
5d787339-d2db-4891-a5aa-0189b5aa38c4,Everything or Nothing: The Untold Story of 007,Documentary
9532e091-a984-4540-9c8a-a7ad219a2ae4,Zatoichi and the Doomed Man (Zatôichi sakate giri) (Zatôichi 11),Action|Drama
e44e5a69-2abd-4eaf-b648-8876b8d509e0,John Carter,Action|Adventure|Sci-Fi|IMAX
b3c54843-8f33-424f-89a8-08071f0a6d64,Home Alone 3,Children|Comedy
a8a66efd-a6bb-4bbe-b678-74377c5ddf9e,"Big Trail, The",Adventure|Romance|Western
55a3e582-e811-4f40-b18f-60bca26e6f0f,Purgatory,Fantasy|Western
0ebb2502-f533-4e2e-bb94-65fb98f7fc93,That Obscure Object of Desire (Cet obscur objet du désir),Drama
d5d6f9d6-8f96-45a9-9de4-cfcb3533458b,Bullfighter and the Lady,Action|Drama|Romance
bc69e1e7-8cb4-45f7-81f3-87d55df7676b,"Wild, Wild Planet (I criminali della galassia)",Sci-Fi
5dc51764-1b50-4d8b-b4e6-78dd8cb58cf8,Stuart Little,Children|Comedy|Fantasy
ca897ee0-fd47-4a78-93dd-8368224191be,Beowulf,Action|Adventure|Animation|Fantasy|IMAX
0031fcb3-175a-496e-a778-b0329886bdc0,My Little Chickadee,Comedy|Western
9a284ae4-867f-48ba-8e59-ba2ebcaf6e57,Hands Over the City (Le mani sulla città),Drama
783c66d1-322b-4692-985b-2b6603820180,"Yoo-Hoo, Mrs. Goldberg",Documentary
ded3de38-b4aa-4bf5-8a6a-b656813afcab,No More School,Comedy
fe6b74b6-fcf8-4b3f-9a96-7d659bc889a7,"Fly Away (Bis zum Horizont, dann links!)",Comedy
8a86b18e-6d89-49ba-bf95-ceee5291cefa,Heart of Glass (Herz aus Glas),Drama
463040e4-03c4-40f6-b092-8d049957be11,Manhunt,Documentary|War
2da6f839-c51c-470e-afa5-e0c57f122ed0,Boricua's Bond,Drama
95d62a88-2769-41c4-b991-8a3665526e0d,Kiki,Musical
4a1ef449-51c4-4923-831c-27b11c602065,The Green,Drama
d4ab1720-1794-45a4-88e7-7348f460e3cd,Vampire Hunter D,Animation|Fantasy|Horror
b9e6451f-8f7c-4e71-b628-ebf421bc382c,Street Kings,Crime|Drama|Thriller
10c126af-7e61-47a5-9a28-097c678d0457,On the Double ,Comedy|War
46278b0c-43fa-4805-9982-a5a0e8bd1624,Lost Horizon,Adventure|Drama|Fantasy|Musical|Romance
16b81bae-18a3-49a5-a6ac-37819e52af73,Jack Reacher,Action|Crime|Thriller
6fed6188-2b5e-4443-8735-b4804840d5c7,Repentance,Drama|Horror|Thriller
043c0c4d-bd1e-44d7-85ad-fe8ab069a3bf,"Message from Akira Kurosawa: For Beautiful Movies, A (Kurosawa Akira kara no messêji: Utsukushii eiga o)",Documentary
bf76f34e-d41b-443a-848a-e05c311a139a,Casper's Haunted Christmas,Animation|Children
f871cee5-6c3e-4f9d-a18b-269d9f69636f,Cinderella,Animation|Children|Fantasy|Musical|Romance
4207adfc-5bfb-42ae-aa0e-db015e496b8c,Swing Vote,Comedy|Drama
3f128861-a2f7-4bb1-beac-7789ca356245,"Prime of Miss Jean Brodie, The",Drama
b7a84c43-dbde-4621-a248-9d8dc069abbf,Tears of the Black Tiger (Fah talai jone),Action|Comedy|Romance|Western
8a5a8475-9e50-4e27-8223-0e81102f5873,Harry Potter and the Deathly Hallows: Part 2,Action|Adventure|Drama|Fantasy|Mystery|IMAX
de49a729-b802-44b2-ace2-d15b5395c2dd,"Edge of the World, The",Drama|Romance
540be6ed-2aad-418f-abc2-3250f42e1277,"Great Gabbo, The",Drama|Musical|Romance
cd8fab8d-a455-402d-9c5f-f1b428ae97f0,"Happening, The",Drama|Sci-Fi|Thriller
e14383f9-0ae3-41c9-a60f-a64e815b115e,"Extremely Goofy Movie, An",Animation|Children|Comedy
0a0edfa0-a148-4ad9-a645-104217c796f3,Campus Man,Comedy
1ac5227c-7ad7-4ad0-93fe-e30f1c31f876,Bitch Slap,Action|Comedy|Crime|Thriller
eaa21709-b4c0-44f9-81dc-629575ca48fc,Bridget Jones's Diary,Comedy|Drama|Romance
9326ad38-2b37-4636-8121-a4384f93f1c8,"Guy Thing, A",Comedy|Romance
4d733353-a144-451a-b753-8351838fa561,Confessions of a Burning Man,Documentary
14c1b745-778c-4cac-879d-4770f684e161,Happy End,Comedy
9d3fb6b2-6fa1-4bca-a777-8d6c0c00c289,Belly,Crime|Drama
7e702e35-db7d-4cee-afe5-b24ac12fabe4,"Haunted Castle, The (Schloß Vogeloed)",Crime|Drama|Horror|Mystery
83c5d33a-5ad5-4342-b358-943accad2772,Bedazzled,Comedy
d0a9be9e-96a7-4795-91b9-7403d6c5d17d,"Missing Person, The",Drama|Film-Noir|Mystery
cfb730fa-0610-42a5-a639-1e335f8f6fcb,Trust the Man,Comedy|Drama|Romance
73645801-4d25-4c08-b0af-9ba58af6757b,Free Enterprise,Comedy|Romance|Sci-Fi
6939581f-7fd9-4c1f-a985-f616c24a8732,Lady Killer,Drama|Romance|War
42be8bb7-e34a-4d85-81bf-4fc964065878,"Natural, The",Drama
ebb3935b-0d2f-4262-bd30-a91f7e82caad,Never Make It Home,Documentary|Musical
9ad602c0-36a8-4730-8055-e5eb77921747,Cremaster 2,Drama
99ed4ac4-12a3-43af-9d6c-5584d6b8cccb,"Computer Wore Tennis Shoes, The",Children|Comedy
dc257afa-e0e3-4530-8913-9263849efafa,Six Pack,Comedy|Drama
d601a50b-3b50-4789-ba4e-14555943589a,"Hunt for Red October, The",Action|Adventure|Thriller
9054c9f9-9a93-4bab-adea-9b9ba85d6c2c,"Mission, The",Drama
1b0ce6f5-c7e7-4fea-8cb0-e0c13b0cf1df,Mickey's Twice Upon a Christmas,Animation|Children|Comedy
50a4b0c0-e52d-4bc6-8846-62508cc0d7ee,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)",Comedy|Romance
173abcea-6707-4e95-a6a7-0d73a663da6b,Welcome to Collinwood,Comedy|Crime
2f44162f-0a7b-43a4-934e-065ee21d27b0,Windstruck (Nae yeojachingureul sogae habnida),Comedy|Crime|Drama
bad92161-4153-424c-9a1e-69e505fda9a4,Monsterman (Monsterimies),Documentary|Drama
01e2813f-8b8a-4d7d-8b3c-0303613c9526,Cave of Forgotten Dreams,Documentary
4e49b188-b103-4de7-9961-36a1ad4ce38d,ParaNorman,Adventure|Animation|Comedy
c6c89110-eb7d-4e54-bf2b-9138f45b676c,Heaven's Burning,Action|Drama
31b5c557-7963-41e4-b267-c23ec9c89168,Crank: High Voltage,Action|Comedy|Crime
67859c20-e0d4-4af6-8f4d-670e3788250b,Marley & Me,Comedy|Drama
5b38c8de-4693-400a-9dd7-dc1c1a2cfaa2,Deadly Friend,Horror
cf3a6803-9ecf-4dc3-9d42-537f949818ef,Love unto Death (L'amour a mort),Drama
72feae8d-e321-4132-a050-a69bfda6467c,"Adventures of Mark Twain, The",Adventure|Animation|Children
3141c116-63be-4f68-881b-3fde3f280130,"Enemy of the People, An",Drama
9f76d1d0-e142-4190-9608-d6abad067bc5,Brooklyn,Comedy|Drama|Romance
6f8befa9-4d5e-467b-94b2-6b4b69784aa7,Undertaking Betty (Plots with a View),Comedy|Romance
d9c4976f-8f6e-45c2-839f-54bae8ed5d12,Viva Las Vegas,Comedy|Musical|Romance
34bd472f-a121-44af-81dc-15b60f3983ac,The Brave Little Toaster Goes to Mars,Animation|Children
a9e203c3-b62a-4137-8b9b-9170f6092743,Mutant Chronicles,Action|Adventure|Sci-Fi
36ba7d95-12cf-4593-84c2-58cf00741496,"Santa Clause, The",Comedy|Drama|Fantasy
7323e30c-a403-4dd0-9939-8e8520fb5b23,Crawlspace,Horror|Thriller
b8704c7b-f3f3-401c-9697-96046e5925f7,Brighton Rock,Crime|Drama|Thriller
42677a16-cabc-45b2-b4b3-4509d37b3e51,Capitalism: A Love Story,Documentary
cc98217c-f987-4c64-9c78-d6f2888ecc78,Over Her Dead Body,Comedy|Fantasy|Romance
308937fb-27de-4487-a0c3-9d769c3e8e96,Salvatore Giuliano,Crime|Drama|War
27c6e146-6dca-46d9-b526-efe4eb6e3d37,With Fire and Sword (Ogniem i mieczem),Adventure|Crime|Drama|Romance|War
f642e21c-014a-4712-87a5-073c50512745,Abandon Ship! (Seven Waves Away),Adventure|Drama
21ad1771-aae7-43fe-9b73-6d5b492b06de,Fred: The Movie,Comedy
11d55d9d-ec89-4164-be8c-6a07569120cf,Hum Aapke Hain Koun...!,Comedy|Drama|Musical
29c3a47e-0ab0-4556-a770-a9d600d4c1c3,Alex Cross,Action|Crime|Mystery|Thriller
0b808f52-6de9-4350-b242-de2bf1e4d5c9,Jonah Hex,Action|Drama|Thriller|Western
9bdf0c9b-b22a-49b9-a057-4b0c1bb9a4ec,Girls! Girls! Girls!,Comedy|Musical
fe1f52ac-8d73-4da2-9a03-8d32adb20207,"Final Countdown, The",Action|Sci-Fi
b7e97275-6fc3-40ce-b39b-8ebd6739e739,Cemetery Junction,Comedy|Drama|Romance
8df6f8ee-35cb-49c7-9146-cf27accf54d0,"Me You Them (Eu, Tu, Eles)",Comedy|Drama|Romance
248826db-ad68-4c61-8bb5-aabd0e13a4e7,"Ballad of Nessie, The",Animation|Children
950527a2-1bc3-4136-b4c8-33dc776a6fa0,Nurse Betty,Comedy|Crime|Drama|Romance|Thriller
728c908d-86dd-4f8d-862d-4d0b951a5a0b,Richard Pryor Live on the Sunset Strip,Comedy|Documentary
321d8715-7854-4acf-a483-aca71bbb1a88,"Three Lives of Thomasina, The",Children|Drama
90f186fa-4dea-4576-a646-1639e25d3bcd,Mission London,Comedy
6185b412-5a21-4bb5-9a3e-56b90e1d8983,It Happened One Night,Comedy|Romance
9eb9afe7-fa26-415a-b73d-e5bc26dbd68e,American Adobo,Comedy
393bcf63-500b-4d7e-a9d7-e27c3168e6c4,"Machine, The",Sci-Fi|Thriller
72a732be-db8f-472e-9cd7-60d9234e0480,Son of Flubber,Children|Comedy
55c449f9-2bbd-41a8-a72a-c308ca199b13,Formosa Betrayed,Thriller
f9247e51-2599-4acf-b645-0a468f7f5d30,"League of Ordinary Gentlemen, A",Documentary
a5d1bfec-eb54-4cd8-b5b5-718fb3c689d0,Madeline,Children|Comedy
46d75f37-003b-48f0-a954-a1d103e51282,Mars,Documentary|Sci-Fi
61dc37a0-f826-4f2a-9970-f7732e70a37a,The Walking Hills,Western
6e8c6b20-5bda-4a46-86c8-7ccac02b24f0,Accident on Hill Road,Crime|Drama|Thriller
adbfdafe-03a7-4bdb-a24f-b4bad2f8d17a,"Visit, The",Drama
33a9430f-fb03-4a62-9d5f-4f1c657f4881,Alien Nation: Millennium,Sci-Fi
b1d5452f-c491-4f72-86b2-8f8b3d01b6c6,"Big Tease, The",Comedy
288f647d-a214-46b8-b05f-9e83f030d95f,Call Girl,Drama|Thriller
b88a0e16-b8d4-49eb-9cf5-50b6cbe192fd,"Paris, Texas",Drama|Romance
54b576d9-75f6-43f1-8bcb-52cacd3f8d07,Back Stage,Documentary
9ceaf64a-cedb-4b90-afb9-1a4c26f8a5b4,The Returned,Drama|Horror|Thriller
c8e77081-97ab-4e51-a4c2-2f2e0e3f68c7,"Way Back, The",Drama
7bd07953-117b-4b97-9444-58e9b72d04a4,Starsuckers,Documentary
bc4cdf78-61e5-4cb4-8e6e-267c7f614bf2,"Bleeding House, The",Drama|Horror|Mystery|Thriller
c173a53e-d915-468d-ac3b-25bb56ccfb00,Sinbad of the Seven Seas,Adventure|Fantasy|Romance
a4a0ca4f-6651-4c03-82fa-33045d71fff9,Goal! The Dream Begins (Goal!),Drama
b3652f3e-a61a-4377-94ac-e359df80a996,Simon Sez,Action|Comedy
6fb8c25a-86a6-487a-862a-34589fa1bf43,Aeon Flux,Action|Sci-Fi
a9e46dfe-0dd7-435f-b341-7f32501d3e0a,Toughguy,Crime|Drama|Thriller
7f047dfb-942f-4b6c-8eed-c9a0950fb07e,"Little Night Music, A",Comedy|Musical|Romance
cb34adfa-3461-44cd-8708-4f67eaba6222,"Runner, The (Davandeh)",Drama
072bca33-f575-4106-aab3-2159f7fc61b1,"Rocker, The",Comedy
7265a71f-070d-46c9-a850-66878df3b27f,Hannah Free,Drama
3084204b-d048-40f8-9dcf-ea96aad94af2,Special Delivery,(no genres listed)
55ec8359-10c3-41e0-b670-7fdd33cc88b0,Hateship Loveship,Drama
196526b9-a53c-4fd6-8734-32e746b4eb30,Jekyll & Hyde,Horror
2d1e453a-6a6f-4299-900c-4f88d5528001,"Tree of Wooden Clogs, The (L'albero degli zoccoli)",Drama
991d8f08-f89d-4ca2-af48-962e68cf2f14,Tuulikaappimaa,Comedy
7583ad35-71f7-420c-aecf-13e4cb0931a1,Zatoichi's Vengeance (Zatôichi no uta ga kikoeru) (Zatôichi 13),Action|Drama
39a451f2-9ae7-4665-a7ea-5159d8d07625,Hot Lead and Cold Feet,Action|Comedy|Western
eecf2dad-02a1-4848-a377-aa835f3520c4,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi
a30b6ae0-0046-46d2-a00c-afec5ebdc4b0,"Devil's in the Details, The",Thriller
cbd3aafc-daf5-444d-b29b-03cf66535f53,Nightbreed,Fantasy|Horror
08df9f91-fa65-42ab-a930-d70668b7fac9,Only Two Can Play,Comedy|Drama
70a1f65c-d026-4a75-a6b3-2dd276eb9c46,Z,Drama|Mystery|Thriller
4d04eba8-7bc4-421d-9b3c-27260601cf79,"Die, Monster, Die!",Horror|Mystery|Sci-Fi
cd2a6c7f-f910-4fae-bbb3-9d181d176f0b,Trail of the Screaming Forehead,Comedy|Sci-Fi
ede22492-50da-4110-b831-3d736dcd942e,A Via Láctea,Drama
5ff60f8e-4ba6-428c-8426-c0b565a28025,Flandres (Flanders),Action|Drama|War
51ce9043-b0e8-43b0-9976-cabfb1e656e4,Get Well Soon,Comedy|Drama|Romance
6b415280-1564-401c-9635-f22dde8a69ee,Above the Rim,Crime|Drama
9356fe68-3a78-4691-aa24-29f8b5b7ad3b,More About the Children of Noisy Village (a.k.a. More About the Children of Bullerby Village) (Mer om oss barn i Bullerbyn),Children
071967c9-9696-427b-af0a-743861a69a08,Scary or Die,Horror
0161d8eb-5c15-4c61-b21c-d3a5a82bf53a,Street of Shame (Akasen chitai),Drama
80de15b1-eaf2-41d7-a99f-aef2c5a6441d,In the Name of the King 2: Two Worlds,Action|Adventure|Drama|Fantasy
c0fe5280-ce5a-4b4a-b027-c503f16f5399,Greystone Park,Horror
a657a0b4-263d-43d9-b13c-a9058cb64644,You Can't Take It with You,Comedy|Romance
33fd3ae1-fb42-4544-a3ba-5aee457c767f,"Raisin in the Sun, A",Drama
